time_period,pij_lndu_croplands_to_croplands,pij_lndu_croplands_to_forests_mangroves,pij_lndu_croplands_to_forests_primary,pij_lndu_croplands_to_forests_secondary,pij_lndu_croplands_to_grasslands,pij_lndu_croplands_to_other,pij_lndu_croplands_to_settlements,pij_lndu_croplands_to_wetlands,pij_lndu_forests_mangroves_to_croplands,pij_lndu_forests_mangroves_to_forests_mangroves,pij_lndu_forests_mangroves_to_forests_primary,pij_lndu_forests_mangroves_to_forests_secondary,pij_lndu_forests_mangroves_to_grasslands,pij_lndu_forests_mangroves_to_other,pij_lndu_forests_mangroves_to_settlements,pij_lndu_forests_mangroves_to_wetlands,pij_lndu_forests_primary_to_croplands,pij_lndu_forests_primary_to_forests_mangroves,pij_lndu_forests_primary_to_forests_primary,pij_lndu_forests_primary_to_forests_secondary,pij_lndu_forests_primary_to_grasslands,pij_lndu_forests_primary_to_other,pij_lndu_forests_primary_to_settlements,pij_lndu_forests_primary_to_wetlands,pij_lndu_forests_secondary_to_croplands,pij_lndu_forests_secondary_to_forests_mangroves,pij_lndu_forests_secondary_to_forests_primary,pij_lndu_forests_secondary_to_forests_secondary,pij_lndu_forests_secondary_to_grasslands,pij_lndu_forests_secondary_to_other,pij_lndu_forests_secondary_to_settlements,pij_lndu_forests_secondary_to_wetlands,pij_lndu_grasslands_to_croplands,pij_lndu_grasslands_to_forests_mangroves,pij_lndu_grasslands_to_forests_primary,pij_lndu_grasslands_to_forests_secondary,pij_lndu_grasslands_to_grasslands,pij_lndu_grasslands_to_other,pij_lndu_grasslands_to_settlements,pij_lndu_grasslands_to_wetlands,pij_lndu_other_to_croplands,pij_lndu_other_to_forests_mangroves,pij_lndu_other_to_forests_primary,pij_lndu_other_to_forests_secondary,pij_lndu_other_to_grasslands,pij_lndu_other_to_other,pij_lndu_other_to_settlements,pij_lndu_other_to_wetlands,pij_lndu_settlements_to_croplands,pij_lndu_settlements_to_forests_mangroves,pij_lndu_settlements_to_forests_primary,pij_lndu_settlements_to_forests_secondary,pij_lndu_settlements_to_grasslands,pij_lndu_settlements_to_other,pij_lndu_settlements_to_settlements,pij_lndu_settlements_to_wetlands,pij_lndu_wetlands_to_croplands,pij_lndu_wetlands_to_forests_mangroves,pij_lndu_wetlands_to_forests_primary,pij_lndu_wetlands_to_forests_secondary,pij_lndu_wetlands_to_grasslands,pij_lndu_wetlands_to_other,pij_lndu_wetlands_to_settlements,pij_lndu_wetlands_to_wetlands,country
19,0.9498080785226846,0.0,0.0,0.0,0.045224496458173176,0.004967425019142686,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.02000000000000002,0.009999999999999998,0.0007340644751777223,0.0,0.9908224463532972,0.0,0.008367708304598346,7.578086692675698e-05,0.0,0.0,0.021262013269956758,0.0,0.0005000000000000001,0.9514991248734632,0.0010643939393939394,9.381818181818184e-05,0.02300091392789567,0.0025797358074721903,0.012353584534569884,0.0,0.0,0.0,0.9827419427169825,0.004514091049001716,0.0,0.00039038169944594504,0.0,0.0,0.0,0.0,0.00875010745274638,0.9910511109794574,0.0,0.00019878156779619714,0.0,0.0,0.0,0.0004292929292929296,0.008199999999999989,9.570707070707073e-05,0.99,0.0012750000000000012,0.015786777938827212,0.0,0.0,0.0019414911966781374,0.0004788661526003465,0.00010007217434145304,0.0002116741034641799,0.9814811184340887,bolivia
20,0.949796789024019,0.0,0.0,0.0,0.04523770213218331,0.004965508843798138,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.02000000000000002,0.009999999999999998,0.0007331270913646472,0.0,0.9905559977569466,0.0,0.008636518939648691,7.435621204009562e-05,0.0,0.0,0.02119771986773821,0.0,0.0005000000000000001,0.9515873086895493,0.0010681818181818182,9.345454545454547e-05,0.022821850106458475,0.0027314849726176134,0.012361801667735001,0.0,0.0,0.0,0.9827867073195032,0.0044855081695312285,0.0,0.00036598284323057347,0.0,0.0,0.0,0.0,0.00862662190422649,0.9911629034945775,0.0,0.00021047460119597342,0.0,0.0,0.0,0.0004545454545454549,0.008099999999999987,9.545454545454547e-05,0.99,0.0013500000000000014,0.015727425186175276,0.0,0.0,0.0019025068396539184,0.00047762298510624926,0.00010007641989095028,0.000224125521315014,0.9815682430478586,bolivia
21,0.9497854995253533,0.0,0.0,0.0,0.04525090780619344,0.00496359266845359,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.02000000000000002,0.009999999999999998,0.000732189707551572,0.0,0.990289549160596,0.0,0.008905329574699038,7.293155715343427e-05,0.0,0.0,0.021133426465519665,0.0,0.0005000000000000001,0.9516754925056354,0.001071969696969697,9.309090909090911e-05,0.02264278628502128,0.0028832341377630364,0.012370018800900119,0.0,0.0,0.0,0.9828314719220239,0.0044569252900607415,0.0,0.0003415839870152019,0.0,0.0,0.0,0.0,0.008503136355706598,0.9912746960096976,0.0,0.00022216763459574973,0.0,0.0,0.0,0.0004797979797979802,0.007999999999999986,9.520202020202022e-05,0.99,0.0014250000000000014,0.015668072433523337,0.0,0.0,0.0018635224826296997,0.000476379817612152,0.00010008066544044751,0.00023657693916584812,0.9816553676616285,bolivia
22,0.9497742100266877,0.0,0.0,0.0,0.045264113480203566,0.004961676493109042,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.02000000000000002,0.009999999999999998,0.0007312523237384968,0.0,0.9900231005642454,0.0,0.009174140209749384,7.150690226677292e-05,0.0,0.0,0.021069133063301118,0.0,0.0005000000000000001,0.9517636763217215,0.0010757575757575758,9.272727272727274e-05,0.022463722463584086,0.0030349833029084594,0.012378235934065236,0.0,0.0,0.0,0.9828762365245447,0.0044283424105902545,0.0,0.0003171851307998303,0.0,0.0,0.0,0.0,0.008379650807186709,0.9913864885248177,0.0,0.00023386066799552604,0.0,0.0,0.0,0.0005050505050505055,0.007899999999999983,9.494949494949497e-05,0.99,0.0015000000000000015,0.015608719680871401,0.0,0.0,0.001824538125605481,0.00047513665011805474,0.00010008491098994475,0.0002490283570166822,0.9817424922753984,bolivia
23,0.9497629205280221,0.0,0.0,0.0,0.0452773191542137,0.004959760317764494,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.02000000000000002,0.009999999999999998,0.0007303149399254217,0.0,0.9897566519678948,0.0,0.009442950844799729,7.008224738011156e-05,0.0,0.0,0.02100483966108257,0.0,0.0005000000000000001,0.9518518601378075,0.0010795454545454546,9.236363636363638e-05,0.02228465864214689,0.003186732468053882,0.012386453067230354,0.0,0.0,0.0,0.9829210011270654,0.004399759531119768,0.0,0.00029278627458445875,0.0,0.0,0.0,0.0,0.008256165258666816,0.9914982810399379,0.0,0.0002455537013953023,0.0,0.0,0.0,0.0005303030303030307,0.007799999999999982,9.469696969696971e-05,0.99,0.0015750000000000015,0.015549366928219462,0.0,0.0,0.0017855537685812623,0.0004738934826239575,0.00010008915653944198,0.00026147977486751635,0.9818296168891684,bolivia
24,0.9497516310293564,0.0,0.0,0.0,0.04529052482822383,0.004957844142419947,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.02000000000000002,0.009999999999999998,0.0007293775561123465,0.0,0.9894902033715441,0.0,0.009711761479850074,6.865759249345021e-05,0.0,0.0,0.020940546258864025,0.0,0.0005000000000000001,0.9519400439538936,0.0010833333333333335,9.200000000000001e-05,0.022105594820709694,0.003338481633199305,0.012394670200395471,0.0,0.0,0.0,0.9829657657295862,0.00437117665164928,0.0,0.00026838741836908723,0.0,0.0,0.0,0.0,0.008132679710146926,0.9916100735550579,0.0,0.00025724673479507866,0.0,0.0,0.0,0.000555555555555556,0.007699999999999981,9.444444444444447e-05,0.99,0.0016500000000000017,0.015490014175567524,0.0,0.0,0.0017465694115570436,0.0004726503151298602,0.00010009340208893923,0.00027393119271835044,0.9819167415029383,bolivia
25,0.9497403415306909,0.0,0.0,0.0,0.045303730502233956,0.004955927967075399,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.02000000000000002,0.009999999999999998,0.0007284401722992713,0.0,0.9892237547751935,0.0,0.00998057211490042,6.723293760678886e-05,0.0,0.0,0.020876252856645478,0.0,0.0005000000000000001,0.9520282277699798,0.0010871212121212122,9.163636363636366e-05,0.021926530999272498,0.003490230798344728,0.012402887333560588,0.0,0.0,0.0,0.983010530332107,0.004342593772178793,0.0,0.0002439885621537156,0.0,0.0,0.0,0.0,0.008009194161627035,0.9917218660701781,0.0,0.00026893976819485494,0.0,0.0,0.0,0.0005808080808080813,0.00759999999999998,9.419191919191921e-05,0.99,0.0017250000000000017,0.015430661422915586,0.0,0.0,0.0017075850545328248,0.00047140714763576296,0.00010009764763843646,0.0002863826105691846,0.9820038661167082,bolivia
26,0.9497290520320253,0.0,0.0,0.0,0.04531693617624409,0.0049540117917308505,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.02000000000000002,0.009999999999999998,0.0007275027884861962,0.0,0.9889573061788429,0.0,0.010249382749950766,6.580828272012749e-05,0.0,0.0,0.02081195945442693,0.0,0.0005000000000000001,0.9521164115860657,0.001090909090909091,9.127272727272729e-05,0.0217474671778353,0.003641979963490151,0.012411104466725706,0.0,0.0,0.0,0.9830552949346276,0.004314010892708306,0.0,0.0002195897059383441,0.0,0.0,0.0,0.0,0.007885708613107145,0.9918336585852982,0.0,0.00028063280159463123,0.0,0.0,0.0,0.0006060606060606065,0.007499999999999979,9.393939393939396e-05,0.99,0.0018000000000000017,0.015371308670263649,0.0,0.0,0.0016686006975086061,0.0004701639801416657,0.0001001018931879337,0.00029883402842001866,0.9820909907304781,bolivia
27,0.9497177625333596,0.0,0.0,0.0,0.04533014185025422,0.004952095616386303,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.020000000000000018,0.009999999999999998,0.0007265654046731211,0.0,0.9886908575824923,0.0,0.010518193385001111,6.438362783346615e-05,0.0,0.0,0.020747666052208385,0.0,0.0005000000000000001,0.9522045954021519,0.00109469696969697,9.090909090909093e-05,0.021568403356398105,0.003793729128635574,0.012419321599890823,0.0,0.0,0.0,0.9831000595371484,0.004285428013237818,0.0,0.00019519084972297247,0.0,0.0,0.0,0.0,0.007762223064587254,0.9919454511004183,0.0,0.00029232583499440756,0.0,0.0,0.0,0.0006313131313131318,0.007399999999999978,9.36868686868687e-05,0.99,0.0018750000000000019,0.015311955917611711,0.0,0.0,0.0016296163404843872,0.00046892081264756844,0.00010010613873743093,0.0003112854462708528,0.9821781153442481,bolivia
28,0.949706473034694,0.0,0.0,0.0,0.045343347524264346,0.004950179441041755,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.020000000000000018,0.009999999999999998,0.0007256280208600459,0.0,0.9884244089861417,0.0,0.010787004020051456,6.295897294680479e-05,0.0,0.0,0.020683372649989838,0.0,0.0005000000000000001,0.952292779218238,0.0010984848484848486,9.054545454545456e-05,0.02138933953496091,0.003945478293780997,0.01242753873305594,0.0,0.0,0.0,0.9831448241396691,0.004256845133767331,0.0,0.00017079199350760095,0.0,0.0,0.0,0.0,0.007638737516067364,0.9920572436155384,0.0,0.00030401886839418385,0.0,0.0,0.0,0.0006565656565656571,0.007299999999999977,9.343434343434345e-05,0.99,0.0019500000000000019,0.015252603164959773,0.0,0.0,0.0015906319834601687,0.0004676776451534712,0.00010011038428692818,0.0003237368641216869,0.9822652399580181,bolivia
29,0.9496951835360284,0.0,0.0,0.0,0.04535655319827448,0.004948263265697207,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.020000000000000018,0.009999999999999998,0.0007246906370469707,0.0,0.9881579603897911,0.0,0.011055814655101803,6.153431806014343e-05,0.0,0.0,0.02061907924777129,0.0,0.0005000000000000001,0.9523809630343241,0.0011022727272727273,9.01818181818182e-05,0.021210275713523713,0.00409722745892642,0.012435755866221058,0.0,0.0,0.0,0.9831895887421899,0.004228262254296844,0.0,0.00014639313729222932,0.0,0.0,0.0,0.0,0.007515251967547473,0.9921690361306585,0.0,0.00031571190179396013,0.0,0.0,0.0,0.0006818181818181824,0.0071999999999999755,9.318181818181821e-05,0.99,0.002025000000000002,0.015193250412307836,0.0,0.0,0.0015516476264359497,0.0004664344776593739,0.00010011462983642542,0.00033618828197252103,0.982352364571788,bolivia
30,0.9496838940373629,0.0,0.0,0.0,0.04536975887228461,0.004946347090352659,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.020000000000000018,0.009999999999999998,0.0007237532532338956,0.0,0.9878915117934405,0.0,0.011324625290152148,6.010966317348208e-05,0.0,0.0,0.020554785845552745,0.0,0.0005000000000000001,0.9524691468504101,0.001106060606060606,8.981818181818185e-05,0.021031211892086517,0.004248976624071843,0.012443972999386176,0.0,0.0,0.0,0.9832343533447105,0.004199679374826357,0.0,0.0001219942810768578,0.0,0.0,0.0,0.0,0.007391766419027583,0.9922808286457786,0.0,0.00032740493519373647,0.0,0.0,0.0,0.0007070707070707076,0.007099999999999974,9.292929292929295e-05,0.99,0.002100000000000002,0.015133897659655898,0.0,0.0,0.001512663269411731,0.00046519131016527665,0.00010011887538592265,0.0003486396998233551,0.9824394891855579,bolivia
31,0.9496726045386972,0.0,0.0,0.0,0.04538296454629474,0.0049444309150081115,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.020000000000000018,0.009999999999999998,0.0007228158694208204,0.0,0.9876250631970899,0.0,0.011593435925202494,5.868500828682073e-05,0.0,0.0,0.020490492443334198,0.0,0.0005000000000000001,0.9525573306664962,0.001109848484848485,8.945454545454548e-05,0.02085214807064932,0.004400725789217266,0.012452190132551293,0.0,0.0,0.0,0.9832791179472313,0.004171096495355869,0.0,9.759542486148618e-05,0.0,0.0,0.0,0.0,0.007268280870507692,0.9923926211608988,0.0,0.00033909796859351275,0.0,0.0,0.0,0.0007323232323232329,0.006999999999999973,9.26767676767677e-05,0.99,0.002175000000000002,0.01507454490700396,0.0,0.0,0.0014736789123875123,0.0004639481426711794,0.00010012312093541988,0.00036109111767418926,0.9825266137993278,bolivia
32,0.9496613150400316,0.0,0.0,0.0,0.04539617022030487,0.004942514739663563,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.020000000000000018,0.009999999999999998,0.0007218784856077452,0.0,0.9873586146007393,0.0,0.01186224656025284,5.7260353400159374e-05,0.0,0.0,0.02042619904111565,0.0,0.0005000000000000001,0.9526455144825823,0.0011136363636363637,8.909090909090911e-05,0.020673084249212128,0.004552474954362689,0.01246040726571641,0.0,0.0,0.0,0.983323882549752,0.004142513615885382,0.0,7.319656864611466e-05,0.0,0.0,0.0,0.0,0.007144795321987802,0.9925044136760188,0.0,0.00035079100199328903,0.0,0.0,0.0,0.0007575757575757582,0.006899999999999972,9.242424242424245e-05,0.99,0.0022500000000000024,0.015015192154352021,0.0,0.0,0.0014346945553632936,0.00046270497517708213,0.00010012736648491712,0.00037354253552502334,0.9826137384130977,bolivia
33,0.949650025541366,0.0,0.0,0.0,0.045409375894315,0.004940598564319015,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.020000000000000018,0.009999999999999998,0.00072094110179467,0.0,0.9870921660043886,0.0,0.012131057195303186,5.583569851349802e-05,0.0,0.0,0.020361905638897105,0.0,0.0005000000000000001,0.9527336982986684,0.0011174242424242425,8.872727272727275e-05,0.020494020427774932,0.004704224119508112,0.012468624398881528,0.0,0.0,0.0,0.9833686471522728,0.004113930736414894,0.0,4.8797712430743035e-05,0.0,0.0,0.0,0.0,0.00702130977346791,0.992616206191139,0.0,0.00036248403539306537,0.0,0.0,0.0,0.0007828282828282834,0.00679999999999997,9.217171717171719e-05,0.99,0.0023250000000000024,0.014955839401700083,0.0,0.0,0.0013957101983390749,0.00046146180768298487,0.00010013161203441437,0.0003859939533758575,0.9827008630268677,bolivia
34,0.9496387360427003,0.0,0.0,0.0,0.045422581568325134,0.004938682388974468,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.020000000000000018,0.009999999999999998,0.000720003717981595,0.0,0.986825717408038,0.0,0.012399867830353531,5.4411043626836665e-05,0.0,0.0,0.02029761223667856,0.0,0.0005000000000000001,0.9528218821147544,0.0011212121212121214,8.83636363636364e-05,0.020314956606337736,0.004855973284653535,0.012476841532046645,0.0,0.0,0.0,0.9834134117547935,0.004085347856944407,0.0,2.4398856215371518e-05,0.0,0.0,0.0,0.0,0.00689782422494802,0.992727998706259,0.0,0.00037417706879284165,0.0,0.0,0.0,0.0008080808080808087,0.006699999999999969,9.191919191919195e-05,0.99,0.0024000000000000024,0.014896486649048146,0.0,0.0,0.0013567258413148561,0.0004602186401888876,0.0001001358575839116,0.00039844537122669157,0.9827879876406376,bolivia
35,0.9496274465440347,0.0,0.0,0.0,0.04543578724233526,0.00493676621362992,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.020000000000000018,0.009999999999999998,0.0007190663341685198,0.0,0.9865592688116874,0.0,0.012668678465403876,5.298638874017531e-05,0.0,0.0,0.02023331883446001,0.0,0.0005000000000000001,0.9529100659308405,0.0011250000000000001,8.800000000000002e-05,0.02013589278490054,0.005007722449798958,0.012485058665211763,0.0,0.0,0.0,0.9834581763573143,0.00405676497747392,0.0,0.0,0.0,0.0,0.0,0.0,0.006774338676428129,0.9928397912213792,0.0,0.00038587010219261794,0.0,0.0,0.0,0.000833333333333334,0.006599999999999968,9.16666666666667e-05,0.99,0.0024750000000000024,0.014837133896396208,0.0,0.0,0.0013177414842906374,0.00045897547269479035,0.00010014010313340884,0.00041089678907752566,0.9828751122544075,bolivia
0,0.95,0.0,0.0,0.0,0.04499999999999922,0.005,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.030000000000000027,0.0,0.0,0.00075,0.0,0.9961678695624976,0.0,0.003,8.213043750249334e-05,0.0,0.0,0.03209771977676081,0.0,0.0005,0.95,0.001,0.0001,0.006302280223239219,0.009999999999999998,0.01580682474596021,0.0004923286923891738,0.0,0.0024330368779046075,0.9750589982393092,0.005000000000000001,0.0,0.001208811444436674,0.0,0.0,0.0,0.0,0.004785064523376132,0.995214935476624,0.0,0.0,0.0,0.0,0.0,0.0,0.00989999999999999,0.0001,0.99,0.0,0.0,0.0,0.0,0.019400000000000014,0.0005,0.0001,0.0,0.98,brazil
1,0.95,0.0,0.0,0.0,0.04447655130981989,0.005,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.030000000000000027,0.0,0.0,0.00075,0.0,0.99625,0.0,0.003,0.0,0.0,0.0,0.049400000000000034,0.0,0.0005,0.95,0.0,0.0001,0.0,0.0,0.01367651705259668,0.0004927184371493317,0.0,0.0018377326408568879,0.977822329473818,0.004834012977553227,0.0005776816075347251,0.0007590078104911854,0.0,0.0,0.0,0.0,0.0,0.998,0.0,0.0020000000000000057,0.01,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.01990000000000002,0.0,0.0,0.0,0.0,0.0001,0.0,0.98,brazil
2,0.95,0.00075,0.0,0.0,0.04220766265519288,0.005,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.030000000000000027,0.0,0.0,0.00075,0.0,0.99625,0.0,0.003,0.0,0.0,0.0,0.03840000000000004,0.0,0.0005,0.95,0.001,0.0001,0.0,0.01,0.010769361297598609,0.00019012758215639894,0.0,0.006665780268665115,0.975994963826886,0.005000000000000001,0.0,0.0013797670246939622,0.006288564168169835,0.0,0.0,0.0,0.0,0.9937114358318302,0.0,0.0,0.00990000000000001,0.0,0.0,0.0,0.0,0.0001,0.99,0.0,0.0,0.010100683666436171,0.0,0.0,0.0,0.0001,0.009799316333563846,0.98,brazil
3,0.9475605527979599,0.0026363351088749213,0.0,0.0,0.042822620488775505,0.005000043270031232,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.030000000000000027,0.0,0.0,0.0007478435035093355,0.0,0.9959034373147011,0.0,0.003346674452814054,2.0447289754525967e-06,0.0,0.0,0.03823166519685614,0.0,0.0005,0.9500780761384087,0.00101010101010101,9.987878787878788e-05,0.00018074106503978185,0.009899537801715574,0.01124105144544854,0.0001843661402728717,0.0,0.006463786927190415,0.9757926624285422,0.004980177155812496,0.0,0.001337955902733539,0.0061173754769252115,0.0,0.0,0.0,0.0001653994974147799,0.9937104906187003,0.0,6.734406959749978e-06,0.00966130808080809,0.0,0.0,0.0,0.00023337728421732516,9.966380703281185e-05,0.9900056508279418,0.0,0.00013054222705780923,0.009828625053472867,0.0,0.00023190987418618788,1.1789250099259458e-05,0.00010000121842379227,0.009685191823595955,0.9800119405531641,brazil
4,0.9451211055959198,0.004522670217749843,0.0,0.0,0.043437578322358124,0.0050000865400624634,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.030000000000000027,0.0,0.0,0.000745687007018671,0.0,0.9955568746294022,0.0,0.0036933489056281085,4.089457950905193e-06,0.0,0.0,0.03806333039371224,0.0,0.0005,0.9501561522768175,0.0010202020202020202,9.975757575757576e-05,0.0003614821300795637,0.00979907560343115,0.011712741593298472,0.00017860469838934447,0.0,0.006261793585715714,0.9755903610301985,0.004960354311624991,0.0,0.001296144780773116,0.005946186785680588,0.0,0.0,0.0,0.0003307989948295598,0.9937095454055703,0.0,1.3468813919499956e-05,0.00942261616161617,0.0,0.0,0.0,0.0004667545684346503,9.932761406562367e-05,0.9900113016558836,0.0,0.00026108445411561845,0.009556566440509564,0.0,0.00046381974837237576,2.3578500198518917e-05,0.00010000243684758452,0.009571067313628065,0.9800238811063283,brazil
5,0.9426816583938797,0.006409005326624763,0.0,0.0,0.04405253615594075,0.005000129810093695,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.030000000000000027,0.0,0.0,0.0007435305105280064,0.0,0.9952103119441035,0.0,0.0040400233584421625,6.13418692635779e-06,0.0,0.0,0.037894995590568345,0.0,0.0005,0.9502342284152262,0.0010303030303030303,9.963636363636365e-05,0.0005422231951193456,0.009698613405146723,0.012184431741148402,0.0001728432565058172,0.0,0.0060598002442410134,0.9753880596318547,0.004940531467437486,0.0,0.001254333658812693,0.005774998094435965,0.0,0.0,0.0,0.0004961984922443397,0.9937086001924404,0.0,2.0203220879249935e-05,0.00918392424242425,0.0,0.0,0.0,0.0007001318526519755,9.899142109843551e-05,0.9900169524838254,0.0,0.0003916266811734277,0.00928450782754626,0.0,0.0006957296225585637,3.536775029777838e-05,0.00010000365527137679,0.009456942803660174,0.9800358216594924,brazil
6,0.9402422111918397,0.008295340435499685,0.0,0.0,0.04466749398952337,0.005000173080124927,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.030000000000000027,0.0,0.0,0.0007413740140373419,0.0,0.9948637492588046,0.0,0.004386697811256217,8.178915901810387e-06,0.0,0.0,0.03772666078742444,0.0,0.0005,0.9503123045536349,0.0010404040404040403,9.951515151515152e-05,0.0007229642601591274,0.009598151206862297,0.012656121888998333,0.00016708181462228997,0.0,0.005857806902766313,0.975185758233511,0.004920708623249981,0.0,0.0012125225368522698,0.005603809403191342,0.0,0.0,0.0,0.0006615979896591196,0.9937076549793106,0.0,2.6937627838999912e-05,0.008945232323232332,0.0,0.0,0.0,0.0009335091368693006,9.865522813124736e-05,0.9900226033117672,0.0,0.0005221689082312369,0.009012449214582954,0.0,0.0009276394967447515,4.715700039703783e-05,0.00010000487369516904,0.009342818293692283,0.9800477622126565,brazil
7,0.9378027639897996,0.010181675544374607,0.0,0.0,0.045282451823105994,0.0050002163501561584,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.030000000000000027,0.0,0.0,0.0007392175175466774,0.0,0.9945171865735057,0.0,0.0047333722640702704,1.0223644877262982e-05,0.0,0.0,0.03755832598428054,0.0,0.0005,0.9503903806920437,0.0010505050505050506,9.93939393939394e-05,0.0009037053251989092,0.009497689008577873,0.013127812036848265,0.00016132037273876274,0.0,0.005655813561291613,0.9749834568351672,0.004900885779062476,0.0,0.0011707114148918466,0.005432620711946719,0.0,0.0,0.0,0.0008269974870738995,0.9937067097661807,0.0,3.367203479874989e-05,0.008706540404040413,0.0,0.0,0.0,0.0011668864210866259,9.831903516405918e-05,0.990028254139709,0.0,0.0006527111352890461,0.00874039060161965,0.0,0.0011595493709309393,5.894625049629729e-05,0.00010000609211896131,0.009228693783724394,0.9800597027658207,brazil
8,0.9353633167877595,0.012068010653249528,0.0,0.0,0.04589740965668862,0.00500025962018739,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.030000000000000027,0.0,0.0,0.0007370610210560128,0.0,0.9941706238882069,0.0,0.005080046716884325,1.226837385271558e-05,0.0,0.0,0.037389991181136645,0.0,0.0005,0.9504684568304524,0.0010606060606060607,9.927272727272728e-05,0.0010844463902386912,0.009397226810293447,0.013599502184698195,0.00015555893085523548,0.0,0.005453820219816912,0.9747811554368233,0.004881062934874971,0.0,0.0011289002929314236,0.0052614320207020945,0.0,0.0,0.0,0.0009923969844886794,0.9937057645530507,0.0,4.040644175849987e-05,0.008467848484848493,0.0,0.0,0.0,0.001400263705303951,9.798284219687102e-05,0.9900339049676506,0.0,0.0007832533623468554,0.008468331988656347,0.0,0.0013914592451171274,7.073550059555675e-05,0.00010000731054275356,0.009114569273756503,0.9800716433189849,brazil
9,0.9329238695857195,0.01395434576212445,0.0,0.0,0.04651236749027124,0.005000302890218622,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.030000000000000027,0.0,0.0,0.0007349045245653483,0.0,0.9938240612029081,0.0,0.005426721169698379,1.4313102828168177e-05,0.0,0.0,0.03722165637799275,0.0,0.0005,0.9505465329688612,0.0010707070707070708,9.915151515151515e-05,0.001265187455278473,0.00929676461200902,0.014071192332548128,0.00014979748897170825,0.0,0.005251826878342212,0.9745788540384795,0.004861240090687466,0.0,0.0010870891709710007,0.005090243329457471,0.0,0.0,0.0,0.0011577964819034594,0.9937048193399208,0.0,4.714084871824985e-05,0.008229156565656573,0.0,0.0,0.0,0.0016336409895212761,9.764664922968287e-05,0.9900395557955924,0.0,0.0009137955894046646,0.008196273375693043,0.0,0.0016233691193033152,8.25247506948162e-05,0.00010000852896654583,0.009000444763788614,0.980083583872149,brazil
10,0.9304844223836793,0.01584068087099937,0.0,0.0,0.047127325323853865,0.0050003461602498534,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.030000000000000027,0.0,0.0,0.0007327480280746837,0.0,0.9934774985176092,0.0,0.005773395622512433,1.6357831803620773e-05,0.0,0.0,0.03705332157484885,0.0,0.0005,0.9506246091072699,0.0010808080808080809,9.903030303030305e-05,0.0014459285203182548,0.009196302413724596,0.014542882480398058,0.000144036047088181,0.0,0.0050498335368675115,0.9743765526401358,0.004841417246499962,0.0,0.0010452780490105775,0.004919054638212848,0.0,0.0,0.0,0.0013231959793182392,0.993703874126791,0.0,5.3875255677999824e-05,0.007990464646464654,0.0,0.0,0.0,0.0018670182737386013,9.731045626249469e-05,0.9900452066235342,0.0,0.0010443378164624738,0.00792421476272974,0.0,0.001855278993489503,9.431400079407567e-05,0.00010000974739033808,0.008886320253820723,0.9800955244253131,brazil
11,0.9280449751816393,0.01772701597987429,0.0,0.0,0.04774228315743649,0.005000389430281085,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.030000000000000027,0.0,0.0,0.0007305915315840193,0.0,0.9931309358323104,0.0,0.006120070075326487,1.840256077907337e-05,0.0,0.0,0.03688498677170495,0.0,0.0005,0.9507026852456787,0.001090909090909091,9.890909090909092e-05,0.0016266695853580366,0.00909584021544017,0.015014572628247989,0.00013827460520465378,0.0,0.00484784019539281,0.974174251241792,0.004821594402312456,0.0,0.0010034669270501543,0.004747865946968225,0.0,0.0,0.0,0.001488595476733019,0.9937029289136611,0.0,6.06096626377498e-05,0.007751772727272735,0.0,0.0,0.0,0.0021003955579559264,9.697426329530653e-05,0.990050857451476,0.0,0.001174880043520283,0.007652156149766436,0.0,0.002087188867675691,0.00010610325089333513,0.00010001096581413034,0.008772195743852832,0.9801074649784772,brazil
